Height,Waist,Shoulder,Hipline,Bust,Length,Arm,Size
161,97.2,44.1,106.5,106.6,78.3,58.1,37
162,97.9,44,107.2,104.6,78.2,58,37
162.5,97.9,44.3,109.6,105.7,78.7,58.2,37
156,97,44,107.5,107.7,78.5,58.9,37
157,97.3,44.3,106.7,107.6,78.2,58.1,37
164,96.5,44.6,109,104.1,78.5,59.3,37
155.5,97.9,44.1,106.2,105.4,78.6,58.6,37
164,97.9,44.5,108,105.6,78.9,58.7,37
158,97.5,44.4,106.1,106.2,78.9,59.4,37
161.5,97.6,44.5,106.2,104.8,78.9,58.9,37
155,97,44.3,108.4,104.9,78,58,37
157,97.3,44.6,108.6,104.4,78.7,59.3,37
163,97,44,108.6,107.7,78.5,58.2,37
162,96.9,44.5,106.9,105.3,78.2,58.3,37
163.5,97,44.9,106,104.6,78.7,58.3,37
162,97.5,44.4,108.2,107.1,78.8,58.6,37
155.5,97.5,44.9,109.4,105.7,78.6,59,37
162.5,97.4,44.2,107.3,107.5,78,59.3,37
155.5,97,44.7,106.7,104.1,78.2,59.2,37
160,97.4,44.5,107,107.3,78.9,59.4,37
155,97.5,44.5,108.5,104.7,78.8,58.3,37
160,96.2,44.6,109.6,106,78.5,59.4,37
162,96.6,44.3,109.9,105.7,78.7,58,37
159.5,96.6,44.8,107.6,107.4,78.7,58.7,37
162,97.9,44.3,108,107.9,78.1,59.4,37
164.5,97.9,44.5,108,107.3,78.3,59.2,37
159.5,97.4,44,107.2,104.6,78.4,58.1,37
155.5,96,44.2,109.5,107,78.4,58.1,37
156,97.1,44.1,107.2,106.4,78,58.3,37
164,97,44.8,109,104.8,78.5,58.9,37
157,96.1,44.6,107.1,106.4,78.5,58.8,37
159,96,44.4,109.8,106.7,78.3,59.2,37
162,97.7,44.9,109.3,107.2,78.8,59.2,37
158.5,96.8,44.5,106.7,107.3,78.8,58.9,37
161,96.2,44.9,108.8,105.3,78.6,58.6,37
155.5,96.8,44.4,108.1,106.3,78.4,59.4,37
161,97.6,44.7,106.3,106.1,78.6,58.5,37
162,96.2,44.7,107.9,106.8,78.9,58.9,37
162,96.3,44.8,108.2,106,78.5,59.3,37
161.5,96.1,44.2,107.5,105.6,78.3,58.1,37
164.5,97,44.2,107.5,105.4,78.1,58.9,37
159,97.3,44.6,109.6,106.8,78.1,59.1,37
155.5,96.6,44.9,107.9,104.8,78.7,59.1,37
161.5,96.1,44.9,108.5,107,78.3,58.3,37
158.5,97.9,44.6,106.2,106,78,58.7,37
157.5,96.2,44.8,106.5,107.6,78.4,58.8,37
160.5,96.9,44.6,108,106.3,78.1,58,37
159.5,97.2,44,106.8,105.1,78,58.6,37
159,96,44.9,109.5,106.5,78.1,58.7,37
156,97.4,44.4,107.1,107.6,78.2,58,37
160.5,97.5,44.7,106.6,105.1,78.8,58.9,37
157.5,97.7,44.2,107.3,104.3,78.7,58.2,37
156.5,96.6,44.7,109.6,107.6,78.2,58.9,37
162.5,96.5,44.7,108.1,105,78.9,59.3,37
163,97.3,44,107.2,107.1,78.7,59,37
160.5,97.6,44.6,107.6,106.3,78,59.3,37
161.5,96.6,44.2,107,105.2,78,59,37
160,96.2,44.8,106,107.5,78.8,58.4,37
164.5,97.7,44.1,106.9,104.5,78.9,59.1,37
161.5,96.5,44.6,108,106.2,78.2,59.3,37
161.5,96.3,44.9,109.2,104.3,78.5,58.7,37
157.5,97,44.8,108.6,105.9,78.7,58.7,37
164.5,96.9,44.5,106.2,106.7,78.2,58.3,37
162,97,44,107.6,105.8,78.4,58.9,37
161.5,97.7,44.1,108.9,106.3,78.9,59.3,37
155,96.4,44.1,107.8,105.5,78.8,59.4,37
156.5,97.8,44.9,109.1,104,78.4,58.9,37
160.5,96.7,44.3,107,104.2,78.8,58.1,37
155,96.4,44.7,106.8,104.6,78.8,58.8,37
161.5,97.3,44.1,106.5,105.6,78.4,58.8,37
163,96.3,44.3,107.8,104.2,78.4,58.6,37
157.5,96.1,44.2,108.8,107,78.7,58.9,37
161.5,96.8,44.4,108.8,105.6,78,58.2,37
163,96.9,44.4,107.3,106.2,78.2,59,37
163.5,97.2,44.9,109.9,105.2,78.8,58,37
162,97.8,44.8,108.2,107,78.9,59.3,37
159,97.1,44,108.2,107.1,78.6,58.2,37
158,97.6,44.4,108.5,106.5,78.9,58.2,37
160,97.3,44.9,107.2,106,78.9,58.4,37
163.5,96.2,44.8,106.4,105.8,78.6,58,37
163.5,97.9,44.4,107.3,107.7,78,59.1,37
160,97.1,44.2,109.6,104.7,78.6,58.8,37
160,97.6,44.9,108.3,105.6,78.7,59.2,37
163.5,97.3,44.4,109.8,105.5,78.3,59,37
164.5,97.4,44.8,108.7,104.6,78,59.1,37
163,96.9,44.8,106.3,107.8,78.7,58.2,37
162,96.9,44.5,108.2,107,78.4,58.5,37
158.5,97.9,44.7,108.5,107.3,78.9,58.2,37
158.5,96,44.6,107.2,107,78.3,58.6,37
162,96.5,44.5,106.6,106.3,78.5,59.2,37
157,96.2,44.5,106.1,104.2,78.8,58.2,37
158.5,97.7,44.3,107.7,104.6,78.9,58.3,37
162,97.1,44.8,106.7,107.1,78.2,58.6,37
160.5,97.4,44.2,108,105.2,78.7,58.2,37
159.5,96,44.8,109.7,107.6,78.1,59.1,37
155.5,96.4,44.7,106.4,107.5,78.1,58.9,37
163,97.7,44.7,108.3,105.9,78.4,58.4,37
164,97.7,44.2,107.8,105.1,78.6,58.9,37
156,96.2,44,109.2,104.2,78.2,58.5,37
162,96.5,44.7,109.9,104.6,78.5,59.2,37
163.5,96.7,44.6,109.4,105.1,78.5,58.4,37
158.5,96.5,44,107.2,107.9,78.8,59.2,37
155.5,96.8,44.3,108.1,105.7,78.4,58.8,37
163,97.7,44.1,106.8,105,78,58.2,37
163.5,96.7,44.8,106.6,104.6,78.5,58.8,37
155.5,97.1,44.8,108.2,105.1,78.4,58,37
157,96,44.6,106.5,104.7,78.8,58.3,37
164.5,96,44.9,109,104.9,78.2,59.2,37
157.5,97.3,44.3,109.8,106.4,78,59.1,37
156,96.5,44.5,108.3,106.6,78.5,58.7,37
164,97.2,44.9,109.8,107.3,78.2,58.3,37
163,96.2,44,108,105.8,78.4,59.1,37
157.5,97.2,44.4,107.5,105.6,78.5,59.2,37
158.5,97,44.7,108.9,105.4,78.9,59,37
163.5,96.8,44.7,107.4,106.7,78.6,59.2,37
159,97.8,44,109.6,107.9,78,59.3,37
155.5,96.1,44.9,107.8,105.8,78.5,58.7,37
157,97.1,44.3,109.2,106.7,78,58.6,37
158,97,44.2,108,106.6,78.2,58.4,37
159,97,44.8,107.8,105.7,78.5,58.9,37
159.5,96.6,44.4,107.3,106.1,78.8,59,37
157,96.3,44.3,106.6,107.3,78.7,59.2,37
162.5,97.6,44.8,109.8,105,78.3,58.9,37
162.5,96.1,44.8,106.8,104.3,78.4,59.4,37
156,96.5,44.2,109.9,106.4,78.1,58.3,37
163.5,96.4,44.5,107.7,105.6,78,58.5,37
162,96.7,44.4,107.8,105.1,78.1,58.5,37
160.5,97.8,44.3,107.2,106.8,78.3,58.7,37
158.5,96.3,44.5,106.8,105,78.5,59.3,37
159.5,96.8,44.3,107.5,106.4,78.3,58.8,37
155.5,97.3,44.1,109.8,107.4,78.8,58.3,37
157.5,96.8,44.6,107.4,104.8,78.9,58.8,37
161,96,44.4,109.7,105,78,58.2,37
164.5,96.5,44.6,109.9,105,78.3,59,37
156.5,97.4,44,107.8,107.6,78.5,58.6,37
164.5,96.4,44.1,106,107.5,78.2,58.8,37
155.5,96.7,44.5,107.7,107.9,78.9,58.6,37
162,96.5,44.7,107.3,106,78.2,58,37
158.5,97.2,44.8,107.8,105.4,78.2,58.6,37
159,96.9,44.3,108.9,104,78.3,58,37
160,96.9,44,106.9,107.8,78.5,58,37
158.5,96.5,44,109.8,105,78.2,59.1,37
157,96.4,44,106.3,104.4,78.6,59.1,37
161.5,97.9,44.4,107,107.1,78.6,59,37
159.5,96.8,44.5,107.7,104.9,78.3,58.5,37
161.5,96.6,44,107.6,104.8,78.2,58.7,37
164,96.1,44.3,106.4,105.4,78.1,59.3,37
159,97,44.7,106.1,107.4,78.4,58.8,37
159,97.1,44.4,108.9,105.5,78.2,58.2,37
156,96.7,44.4,109.2,107.9,78.9,58.7,37
160.5,96.9,44.2,107.4,106.1,78.2,58.4,37
159.5,97.2,44,107.7,106.3,78.1,58,37
160,97.4,44.6,106.6,107.8,78.5,59.1,37
155.5,97.6,44.6,109.2,104.1,78.2,58.3,37
157.5,96.3,44.5,106.5,107.2,78.2,59.4,37
155.5,97.5,44.1,109.6,104.6,78.9,58.8,37
164,97,44,106.6,104.7,78.5,58.5,37
159,96.9,44.3,108.4,106.1,78.1,59.4,37
162.5,97.4,44,108,106.4,78,59.2,37
159,97.9,44.3,108.4,105.5,78.6,58.9,37
163,96.8,44.9,108.3,105.1,78.6,59.4,37
163.5,96.1,44.5,108.2,107.6,78.6,59.1,37
157,97,44.6,109,104.3,78.2,58.4,37
157.5,97.2,44.9,109,104.2,78,58.1,37
155.5,96.2,44,106.8,105.5,78.3,58.3,37
158,96.8,44.5,107.7,104.1,78.5,58.6,37
164.5,96.4,44.4,108.4,104.5,78.1,59.3,37
155,96.6,44.4,109.1,104.7,78,58.8,37
162.5,97,44.4,106.2,104.6,78.4,58,37
155.5,97.4,44.1,107.1,107.9,78,58.1,37
157,96,44.3,107.2,106,78.4,59.3,37
158,96.1,44.9,108.8,107.4,78,58.1,37
160,96.4,44.2,107.5,104.1,78.5,58.5,37
164,97.4,44.9,108.6,107.3,78.5,58.5,37
159.5,97,44.3,106.9,104.4,78.6,58.3,37
163,96.3,44.1,106,106.7,78.1,59.3,37
159,97.5,44.6,107.2,104.2,78.6,58.9,37
159,97.8,44.8,109.2,106.3,78.7,58.7,37
158,96.2,44.4,109.8,105.1,78.4,58.1,37
163,97.8,44.8,107.6,107.5,78.9,58.6,37
156,96.6,44.4,109.8,105.4,78.2,59.3,37
159.5,97.4,44.7,107.9,107.9,78.9,58.8,37
162,96.8,44.6,109.8,105.3,78.4,59.3,37
163.5,97.4,44.1,108.8,104.5,78.6,58.3,37
159.5,96.7,44.8,109,106.1,78.2,58.3,37
155,97.2,44.2,108.6,105.1,78,58.2,37
159,96.5,44,109.3,105.2,78,58.4,37
163.5,96.5,44.5,107.8,104.4,78.5,59.4,37
156,97.9,44.7,107.8,104.4,78.5,59.1,37
161,97.7,44.5,106.2,105.7,78.6,58.6,37
160.5,97.3,44.9,109.8,107.8,78.8,58.8,37
164,96,44.1,108.7,106.8,78.5,58.7,37
164,96.3,44.4,107.3,107.8,78.3,59.2,37
162,96.1,44,109.6,105.2,78.7,58.2,37
162,97.4,44,109.6,105.7,78.3,58.9,37
161,97.5,44,109.2,105.5,78.7,59.4,37
159,96.6,44.2,108.4,107.7,78.1,58,37
163.5,96.1,44,108.2,104.6,78.2,59.3,37
156.5,96.1,44.6,109,105.4,78.1,58,37
164.5,96.4,44.8,109.9,104.5,78.1,58.3,37
161,96.8,44.8,109,105.5,78.9,59,37
162.5,96.7,44.4,108.2,106,78.8,58.3,37
155,97.5,44.1,106.7,107.4,78.1,59.4,37
161,96.1,44.5,108,106.7,78.7,59.4,37
160,97.9,44,107.8,106.2,78.6,58,37
159.5,97.9,44.1,107.4,104.5,78.8,59.3,37
162.5,97.4,44.2,106.5,106.9,78,58.7,37
161.5,96.3,44.8,109.9,104,78.2,58.8,37
163,97.3,44,108.8,105.8,78,58.4,37
156,97.2,44.5,109.9,107.8,78.1,58.9,37
162.5,97.3,44,109.5,107,78.1,59,37
155,96.7,44.1,106.5,107.7,78.8,59.1,37
160,97.6,44.7,109.7,104,78.6,58.4,37
159.5,97.3,44.5,108.9,106.4,78.8,59.1,37
155,96.1,44.7,106.4,106.5,78.8,58.5,37
161,97,44.4,106.4,106.5,78.9,58.6,37
159.5,96.6,44.6,108.4,105.7,78.4,58.6,37
160,97.3,44.3,106.7,107.9,78.7,58,37
162.5,96.1,44.2,106,105.6,78.6,58.2,37
157.5,97.3,44.6,107.1,104.9,78.5,58.1,37
156,96.4,44.3,107.4,105.5,78.6,58.8,37
159.5,97.1,44.1,108.5,105.9,78,58.9,37
155.5,97.6,44.5,108.5,107.8,78,58.9,37
160,96.4,44.5,107.5,106.1,78.6,58.2,37
162.5,96.8,44.6,107.5,105.4,78.8,58.3,37
158,97.4,44.2,108.7,105.3,78,59.2,37
158,97.7,44.2,108.9,106.2,78,59.3,37
155,96.4,44.9,107.2,106.4,78.5,58.2,37
164.5,96.1,44.6,107,104,78,59.1,37
158,96.9,44.2,107.5,105.6,78.3,58.7,37
161,96.7,44.5,106.9,106.8,78.1,59,37
161,97.7,44,107.8,104.1,78.7,58.4,37
156,96.4,44.5,109.6,106.8,78.8,59.2,37
156.5,97.2,44.1,108.9,105.7,78.2,58.1,37
160,97,44.5,107.2,104,78.7,58.2,37
155.5,96.3,44.2,106.1,106.7,78.4,59.3,37
161,97.5,44.2,107.5,107.7,78.9,59.2,37
157,97,44.9,108.8,106.5,78,58.1,37
161,97.3,44.3,106.9,107.8,78.2,59.4,37
159,96.3,44.6,107.1,104,78.7,58.4,37
157,96.9,44.9,108.1,106.1,78,58.4,37
158.5,97.1,44.4,107.2,105.6,78.2,58.7,37
162.5,97.4,44,107.2,106.1,78.2,58.7,37
155.5,96.4,44.6,107.8,104.7,78,59.3,37
160.5,96.8,44.5,106.3,104.4,78.7,59.2,37
159.5,97.7,44.8,107.9,105.8,78.2,58.7,37
155,96.4,44.4,107.3,106.7,78.6,58.5,37
160,97.8,44.3,108.5,107.3,78.2,58.4,37
159.5,97.3,44.2,107,107.6,78.1,58.2,37
161.5,97.5,44.2,107,106.5,78.4,59,37
160.5,97.5,44,108.4,105.2,78.8,59.1,37
158.5,97.5,44.9,108.3,104.3,78.4,58.9,37
158,96.3,44,107.3,104.4,78.7,59.4,37
161,96,44.1,106.8,104.7,78.7,59.2,37
156,97.2,44.6,109.3,105.3,78,59,37
164,96.9,44.5,108.1,106.9,78,59.4,37
158.5,96.3,44.2,107.8,106.5,78.6,58,37
162.5,97.1,44.6,107.1,107.3,78.6,59.1,37
155,96.8,44.1,106.2,105.9,78.7,58.5,37
157.5,97,44.5,108.6,104.8,78.7,59.2,37
159,96.9,44.1,107.8,105.3,78.3,59.1,37
161.5,97.1,44.1,107,104.5,78.1,58.7,37
163.5,97.3,44.2,109.7,105.5,78.7,59.1,37
158,97.7,44.4,108.8,105,78.3,58.2,37
159,96.5,44.9,107.1,106.6,78.8,59.4,37
157.5,97.5,44.5,108.9,104.7,78.8,58.7,37
163,97.1,44.6,107,106.3,78.6,59.4,37
157.5,97.2,44.1,106.8,107.6,78.7,58.4,37
157.5,96.7,44.2,107.6,105.4,78.2,58.1,37
158.5,97.3,44.4,106.4,104.1,78.5,58.2,37
163,97.9,44.4,106.4,104.2,78.9,58.9,37
156.5,97,44.6,108.2,107.2,78.2,59.4,37
159.5,97.3,44.6,107,107.4,78.9,59.3,37
162.5,96.1,44.8,109.1,105.2,78.2,58.9,37
157,97.4,44.2,108,105,78.4,59,37
162,97.5,44.9,109.4,104.4,78.7,58.5,37
161,96.5,44.1,106.7,104.2,78.3,58,37
156.5,96.8,44.8,107.5,106.9,78.2,58.1,37
156,97.1,44.5,108.3,107.2,78.9,58,37
164.5,96.1,44.5,109,107.5,78.1,58.3,37
159.5,96,44.6,109.7,105.6,78.5,58.1,37
164.5,96.5,44.1,106.7,106.2,78.8,58.9,37
158,96.7,44.3,109.1,105.7,78.9,59.1,37
162,96.3,44,109,104.4,78.2,59.4,37
155,96.8,44,108.2,107.6,78.1,58.5,37
158.5,97.7,44.1,107,104.6,78.5,59.4,37
157.5,97.9,44.1,107.4,105,78.6,59,37
157,96.8,44.8,109.4,105.5,78.4,58.7,37
158.5,97.3,44.6,107.8,106.8,78.7,58.3,37
158.5,97.8,44.4,108,106.7,78.5,58.3,37
161.5,97.2,44.4,109.2,106.1,78.7,59.4,37
163,96.9,44.2,109.7,104.6,78.2,59.2,37
164.5,97,44.6,106.3,104.8,78.4,59.1,37
157.5,97.4,44.1,106.1,106.1,78,59.3,37
155.5,96.5,44.1,107.5,104.7,78.7,58,37
160.5,96.6,44.4,109.7,105.2,78.6,58.7,37
163,97.6,44.1,108.6,106.2,78.7,59.4,37
161.5,97.7,44.5,109.3,104.8,78.7,59.3,37
160,97.4,44.2,109.8,104.4,78.3,58,37
160.5,97.4,44.8,106.2,104.5,78.4,58.4,37
156.5,97.1,44.9,109.3,105.3,78.2,58.4,37
162,96.6,44.2,108.7,104.7,78.1,59,37
161,96.3,44.9,107.8,105.1,78.8,58.1,37
159,96.6,44.1,108.1,106.6,78.5,58.3,37
158.5,97,44.3,107.9,106.6,78.5,58,37
155,96.8,44.2,106.1,104.8,78.2,58.7,37
157.5,96,44.5,107.2,106.1,78.4,59.3,37
156.5,97.1,44.5,109.1,104.9,78.1,58.7,37
164,97.3,44.2,108.3,106.4,78.2,58.6,37
163.5,96.6,44.4,106.2,106.5,78.5,59.3,37
162,96.8,44.8,107.7,104.4,78,59.3,37
157,96.2,44.5,109.9,107.5,78.8,59.4,37
159.5,96.9,44.3,106.8,106.6,78.2,59.2,37
155.5,97.4,44.8,109.8,104.2,78.4,58.3,37
161.5,96.5,44.6,109.3,107.2,78.8,58.4,37
162,96.5,44,109.2,105.2,78.1,58.7,37
159.5,96,44.6,108.6,106.7,78.6,58.9,37
162.5,97.2,44.2,109.4,105.5,78.8,59.3,37
161,96.9,44.8,106.8,107.4,78.7,59,37
160.5,96.1,44.1,109.5,105.6,78.9,58.3,37
158.5,96.7,44.9,108.2,107.8,78.7,58.6,37
163.5,96.8,44.4,108.2,106.5,78.5,59.2,37
159,97.4,44.2,106,105.5,78.5,59.4,37
156.5,96.3,44.3,107.6,107.2,78.8,58,37
162,96.7,44,107.8,107.3,78.4,58.4,37
158,97,44.9,109.3,106,78.1,58.5,37
164.5,97.7,44.2,106.4,106.2,78.1,58.6,37
161.5,96.7,44.6,108.6,106.6,78.1,58.2,37
157.5,97.4,44.6,108.3,105.7,78.4,58.4,37
155,97.1,44.3,107.5,104.3,78.3,58.2,37
155,97.8,44.6,108.9,105.3,78.4,58.5,37
156.5,96.3,44.4,106.6,104,78.2,58.5,37
158.5,97,44.1,107.5,104,78.5,58.8,37
160.5,96.8,44.8,109.6,107.2,78.5,58.1,37
159.5,97.6,44.7,109.4,105.9,78.1,59.2,37
159.5,97.8,44.8,109,104.8,78.2,58.1,37
161,97.2,44.9,108.3,107.1,78.4,58.2,37
156,96.5,44.7,107.3,105.5,78.5,59.3,37
158,96.3,44.2,107.4,105.7,78.1,59.3,37
162.5,97.9,44.8,109,105.7,78.4,58,37
161.5,97.6,44,108.6,106.9,78.2,59.1,37
155.5,97,44.3,106,106.2,78.7,58.8,37
156.5,97.1,44.3,107.4,105.5,78.5,58.3,37
157.5,96.9,44.3,108.1,104,78.5,58.9,37
159,97.5,44.7,106.8,106,78.2,59.4,37
158,97.2,44.1,108.2,106.7,78.5,59,37
157,96.3,44.8,109,107.3,78.6,59,37
161,96.2,44.3,109.5,106,78.4,58.8,37
162,96.6,44.6,109.4,107.7,78.7,59.1,37
155.5,97.2,44.2,109.4,105.2,78.9,58.3,37
163,96.7,44.7,107.2,106.3,78.7,58,37
162.5,97.3,44.3,108.7,106.4,78.5,58.5,37
157,96.4,44.9,108.7,106.4,78.4,59,37
155,97.4,44,107.3,106.2,78.1,58.8,37
162.5,97.5,44.9,109.4,107.8,78.1,58.9,37
155.5,96.3,44.2,109,105,78.8,59.3,37
163,97.9,44.5,107.6,107.4,78.2,59.3,37
156,97.6,44.9,109.9,104,78.7,59.3,37
156,96.6,44.7,106.8,104.9,78.1,58.5,37
159.5,97.1,44.5,109.7,104.7,78.8,58.6,37
164.5,96.6,44.6,107.1,104.6,78.3,58.1,37
160,96.4,44.5,106,107.5,78.5,58.9,37
158.5,97.3,44.9,109.8,106.6,78.7,59.4,37
159.5,96.2,44.3,106.1,104.4,78.4,58.4,37
162,96.3,44.3,108.5,104.2,78.1,58.1,37
162.5,97.5,44.4,107.3,104.6,78.8,58.8,37
159,96.1,44.5,108.4,104.9,78.7,58.8,37
164.5,97.5,44.9,107.8,107.8,78.1,58.2,37
156,96,44.5,108.8,105.3,78,59.1,37
164,96.9,44.6,106.8,107.7,78.5,58.8,37
155.5,97.6,44.5,106,106.7,78,58.3,37
163.5,97.8,44.7,108.7,104.5,78.9,58.1,37
161.5,96.8,44.4,107.3,105.6,78.2,58.7,37
164.5,96.9,44.4,109.5,106.8,78.7,58.7,37
158.5,96.8,44.8,109,105,78.4,59,37
164,96.2,44.5,107.9,104.6,78.8,59.1,37
162,96.7,44.7,109.1,105.3,78.6,59,37
162.5,96.7,44.2,109.5,104.4,78.5,58.5,37
164,97.8,44.9,106.8,107.1,78.4,58.1,37
160.5,97.3,44.3,109.1,105.7,78.4,58.8,37
160,97.6,44.8,109.4,106.3,78.8,58,37
157.5,97.6,44.7,107.2,105.3,78.5,58.4,37
161.5,96.9,44.7,109.1,107.2,78.3,59.3,37
158.5,96.5,44.1,109.3,107,78.7,58.7,37
155.5,97.5,44.6,108.1,107.7,78.8,58.4,37
157.5,96.5,44.8,108.9,104.8,78,58.4,37
157.5,96.2,44.8,106.3,107.9,78.3,58.9,37
160,96.8,44,108.9,107,78.3,59.1,37
162,97.3,44.3,108,104.1,78.7,58.1,37
159,97.3,44.8,108.1,107.5,78.7,58.7,37
160,97.5,44,107.5,105.7,78.4,59.4,37
156,96.4,44.5,109.4,106.1,78.1,58,37
159,97.3,44.3,109.8,105.2,78,58.6,37
162,97.4,44.4,107.5,104.3,78.6,59,37
156,97.8,44.3,106.8,104.6,78.6,58.2,37
158.5,96.3,44.1,107.1,104.3,78.5,59,37
162,96.7,44.5,108.3,107.4,78.1,58.3,37
164,96,44.8,109.5,107.2,78.9,59.4,37
155.5,97.5,44.4,108,105.7,78.5,58,37
163,96.1,44,106.2,106.9,78.9,58.4,37
163.5,97.1,44.1,108,107.1,78,58.1,37
161,96.4,44.1,108.6,104.8,78,58.4,37
159,97.9,44.4,106.6,105.7,78.1,59.2,37
155.5,97.9,44,109.5,106.1,78,58.5,37
158.5,96,44.6,107.4,106.6,78.2,58.2,37
163,97.6,44.7,106.5,107.3,78.3,58.9,37
156.5,96.4,44.5,108.5,106.2,78.2,58.9,37
163.5,96.7,44.1,108.7,107.9,78.9,58.1,37
155,97.9,44.5,108.4,107.4,78.3,58.4,37
157,96.7,44,109.4,106.8,78.5,58,37
162,96.2,44.8,109.1,105.1,78.7,59.2,37
161.5,97.7,44.3,107.9,104.2,78.6,59,37
162,96.3,44,106.5,104.9,78.1,58.2,37
164,97,44.6,108.2,106.9,78,58.4,37
156.5,96.2,44.1,108,104.1,78.3,58,37
160.5,96.9,44.9,109,107.5,78.7,58.4,37
161.5,96.8,44.2,106.5,106.2,78.2,58.1,37
164.5,97.6,44.9,106.1,107.6,78.9,58.1,37
155,97.3,44.7,108.9,106.2,78.3,58.5,37
156.5,96.1,44,107.1,105.4,78.4,58,37
156,96.7,44.4,109.8,107.2,78.8,58.8,37
158,97.9,44.4,108.3,105,78.6,58.4,37
155,97.6,44.9,109.7,106.6,78.7,59.4,37
161.5,97.9,44.6,106.9,104.3,78.4,58.3,37
160.5,97.3,44.6,107.8,104.6,78.3,58.2,37
159.5,96.3,44.1,106.8,104.5,78.7,59.2,37
160.5,97.9,44.4,108.8,106.3,78,58.1,37
162,97.8,44.9,106.4,104.2,78.2,59.4,37
161,96.8,44.7,108,104.4,78.2,58.2,37
164,97.2,44.2,109.5,104.5,78.7,58.3,37
163.5,97.7,44.5,109.7,105.9,78.5,58.6,37
164,97.6,44.2,108.5,105,78.4,58.5,37
161.5,96.1,44.5,109.2,106,78.8,58.7,37
160.5,96.9,44.8,109.2,104.1,78.2,58.5,37
164,97,44.8,107.4,106.1,78.7,58.7,37
158.5,97.4,44.8,106.3,105.3,78.9,58.1,37
164,97.1,44.3,108,105.4,78.7,58.8,37
155.5,96.8,44.9,108.5,104.5,78.2,58.7,37
162,96.8,44.2,108.9,107.4,78.4,59.3,37
156.5,96.6,44.8,107.4,106.4,78.1,58.9,37
160,96.2,44.8,107.9,105.1,78,58.8,37
156.5,97.3,44.3,108.3,106.4,78.8,58.6,37
160.5,97.3,44.8,107.2,104.5,78.6,58.2,37
155.5,97.1,44.4,109.5,105.1,78.8,59.3,37
160.5,97.9,44.3,107,105.7,78.1,58.2,37
164.5,96.1,44.3,107.1,105,78,58.6,37
164,97.9,44.4,106.9,105.6,78.1,58.6,37
160,96.6,44.8,108.6,107.4,78.5,59.1,37
159.5,96.8,44.3,108.8,104.6,78.5,58.4,37
160,97.3,44.8,108.3,105.9,78.1,58.1,37
164.5,97.3,44.9,107,105.6,78.3,58.2,37
155,97,44.4,108.3,105.6,78.6,58.2,37
161.5,97.9,44.3,109.2,104.5,78.9,59.3,37
159.5,97.3,44.2,107.9,107.8,78.9,58.3,37
161.5,96.8,44.3,107.9,106.2,78.7,59.2,37
156.5,96.6,44.7,108.1,107.7,78.7,58.6,37
157.5,96.1,44.5,108.2,106.4,78.6,58.9,37
158,96.5,44.1,107.9,105.2,78.9,58.8,37
156,96.2,44.5,109.9,107.1,78.5,58.3,37
162,97.8,44.3,108.5,105.1,78.5,58.7,37
162.5,96.5,44.8,109.9,107.4,78.5,58.9,37
164,96.8,44.1,108.1,105.8,78.8,58.8,37
164,97.4,44.3,107.1,106.7,78.2,58.9,37
164,96.9,44.4,106.3,105.4,78,59.2,37
159,97.3,44.5,108.1,106.4,78.7,59,37
160.5,96.8,44.1,109.4,105.2,78.9,58,37
159.5,97.3,44.3,107.3,104.7,78.2,59.3,37
158,97,44.6,106.2,105.1,78.9,58.1,37
156.5,96.5,44,107.6,107.1,78.6,58,37
157,96.5,44.7,106.3,105.3,78.7,58.5,37
156.5,96.9,44.4,109.6,104.4,78,59.4,37
161,97,44.8,108.1,106.3,78.6,59.4,37
162,97.3,44.5,106.3,104.3,78.8,59.3,37
158,97.4,44.9,107.2,104,78.6,58,37
164,97.6,44.8,107.5,107.2,78.8,58.2,37
156.5,97.5,44.6,109.7,106.4,78,59,37
163.5,97.2,44.3,107.8,107.4,78.2,59.3,37
164,96.9,44.8,106.5,107.1,78.6,58.1,37
160.5,96.3,44.3,108.8,104.3,78.7,58.1,37
159.5,96.5,44.5,109.1,104,78.1,58.8,37
161.5,96.7,44.9,109.2,107.3,78.2,58.2,37
164.5,97.4,44.1,107.4,104.1,78.2,59.3,37
163,96.6,44.9,107,104.2,78.4,58.7,37
162.5,97.1,44,107.1,104.7,78.1,58.3,37
160,97.5,44.1,109.9,106.3,78.2,58.1,37
163.5,97.4,44.5,106,105.8,78.8,58.8,37
156,96.8,44.3,107.4,105.9,78.7,58,37
163.5,96.8,44.5,108.4,107.3,78.1,58.1,37
161,97,44.8,108,107.2,78.2,58,37
161,97.9,44.1,106.2,107.9,78.5,58.3,37
155.5,97.7,44.7,108.2,105.1,78,58.4,37
163,96.3,44.8,109.5,105.9,78.2,58.3,37
158.5,96.2,44.8,106.8,107.3,78.5,59.1,37
163.5,96.2,44.1,108.7,107.4,78.6,58.2,37
163.5,97.8,44.1,106.8,106.7,78.5,58.6,37
164,97.4,44.5,106.2,106.7,78.3,59.2,37
162.5,97.4,44.1,109.8,107.3,78.1,58.9,37
165,98,45,113.6,108,78,59.5,38
168.5,98.2,45.9,110.1,109,78.3,59.1,38
166,98.6,45.3,111.9,109.5,78.1,58.8,38
165.5,100.9,45.2,110.7,108.2,78.5,58.6,38
166,98.1,45,110.7,108.9,78.1,58.4,38
169,101.9,45.9,112.2,111.3,78.6,59.4,38
168.5,99.7,45.1,113.5,109.4,78.3,59,38
